rep_id,region,drug,year,month,date,actual_sales,quota,quota_attainment_pct,calls_made,conversion_rate_pct,rep_experience_years
REP_001,North,OncoPrime,2022,9,2022-09-28,216837.92,210000,103.26,33,59.15,5
REP_001,North,OncoPrime,2022,10,2022-10-28,228471.17,210000,108.8,43,54.4,5
REP_001,North,OncoPrime,2022,11,2022-11-27,209689.85,210000,99.85,39,41.09,5
REP_001,North,OncoPrime,2022,12,2022-12-27,227874.81,210000,108.51,59,31.35,5
REP_001,North,OncoPrime,2023,1,2023-01-26,185113.79,210000,88.15,42,41.24,5
REP_001,North,OncoPrime,2023,2,2023-02-25,183913.07,210000,87.58,41,10.0,5
REP_001,North,OncoPrime,2023,3,2023-03-27,161524.08,210000,76.92,48,52.44,5
REP_001,North,OncoPrime,2023,4,2023-04-26,206001.5,210000,98.1,31,40.97,5
REP_001,North,OncoPrime,2023,5,2023-05-26,210181.54,210000,100.09,38,19.3,5
REP_001,North,OncoPrime,2023,6,2023-06-25,213646.54,210000,101.74,43,32.85,5
REP_001,North,OncoPrime,2023,7,2023-07-25,197899.59,210000,94.24,35,21.74,5
REP_001,North,OncoPrime,2023,8,2023-08-24,164189.03,210000,78.19,32,49.32,5
REP_001,North,OncoPrime,2023,9,2023-09-23,201646.07,210000,96.02,39,18.77,5
REP_001,North,OncoPrime,2023,10,2023-10-23,226964.56,210000,108.08,43,36.42,5
REP_001,North,OncoPrime,2023,11,2023-11-22,224934.27,210000,107.11,45,45.21,5
REP_001,North,RespiClear,2022,1,2022-01-01,49191.44,65000,75.68,36,77.58,5
REP_001,North,RespiClear,2022,1,2022-01-31,45750.72,65000,70.39,50,18.26,5
REP_001,North,RespiClear,2022,3,2022-03-02,56645.54,65000,87.15,40,21.32,5
REP_001,North,RespiClear,2022,4,2022-04-01,58346.63,65000,89.76,62,19.55,5
REP_001,North,RespiClear,2022,5,2022-05-01,64017.78,65000,98.49,44,28.02,5
REP_001,North,RespiClear,2022,5,2022-05-31,60633.22,65000,93.28,48,34.8,5
REP_001,North,RespiClear,2022,6,2022-06-30,50940.22,65000,78.37,46,23.92,5
REP_001,North,RespiClear,2022,7,2022-07-30,52808.46,65000,81.24,26,60.59,5
REP_001,North,RespiClear,2022,8,2022-08-29,53320.18,65000,82.03,50,47.15,5
REP_001,North,RespiClear,2022,9,2022-09-28,63997.7,65000,98.46,48,27.28,5
REP_001,North,RespiClear,2022,10,2022-10-28,70760.19,65000,108.86,44,25.45,5
REP_001,North,RespiClear,2022,11,2022-11-27,71950.96,65000,110.69,46,23.87,5
REP_001,North,RespiClear,2022,12,2022-12-27,75533.8,65000,116.21,40,35.78,5
REP_001,North,RespiClear,2023,1,2023-01-26,56184.0,65000,86.44,51,12.66,5
REP_001,North,RespiClear,2023,2,2023-02-25,53656.21,65000,82.55,50,53.72,5
REP_001,North,RespiClear,2023,3,2023-03-27,57964.13,65000,89.18,64,32.61,5
REP_001,North,RespiClear,2023,4,2023-04-26,69125.55,65000,106.35,48,34.45,5
REP_001,North,RespiClear,2023,5,2023-05-26,57325.35,65000,88.19,58,37.5,5
REP_001,North,RespiClear,2023,6,2023-06-25,70960.98,65000,109.17,47,28.89,5
REP_001,North,RespiClear,2023,7,2023-07-25,58740.15,65000,90.37,25,26.91,5
REP_001,North,RespiClear,2023,8,2023-08-24,48523.65,65000,74.65,41,21.47,5
REP_001,North,RespiClear,2023,9,2023-09-23,66828.67,65000,102.81,42,73.72,5
REP_001,North,RespiClear,2023,10,2023-10-23,61559.51,65000,94.71,47,26.15,5
REP_001,North,RespiClear,2023,11,2023-11-22,61987.29,65000,95.37,44,19.78,5
REP_002,North,CardioMax,2022,1,2022-01-01,140519.42,130000,108.09,70,4.54,14
REP_002,North,CardioMax,2022,1,2022-01-31,130216.22,130000,100.17,59,54.32,14
REP_002,North,CardioMax,2022,3,2022-03-02,160975.28,130000,123.83,52,29.8,14
REP_002,North,CardioMax,2022,4,2022-04-01,199058.8,130000,153.12,49,35.31,14
REP_002,North,CardioMax,2022,5,2022-05-01,194610.93,130000,149.7,52,29.77,14
REP_002,North,CardioMax,2022,5,2022-05-31,194016.75,130000,149.24,72,21.23,14
REP_002,North,CardioMax,2022,6,2022-06-30,175321.81,130000,134.86,39,66.95,14
REP_002,North,CardioMax,2022,7,2022-07-30,176974.87,130000,136.13,69,27.59,14
REP_002,North,CardioMax,2022,8,2022-08-29,181095.84,130000,139.3,38,38.31,14
REP_002,North,CardioMax,2022,9,2022-09-28,193422.35,130000,148.79,66,43.61,14
REP_002,North,CardioMax,2022,10,2022-10-28,196339.57,130000,151.03,78,46.74,14
REP_002,North,CardioMax,2022,11,2022-11-27,191048.67,130000,146.96,43,39.05,14
REP_002,North,CardioMax,2022,12,2022-12-27,191971.59,130000,147.67,76,46.35,14
REP_002,North,CardioMax,2023,1,2023-01-26,162802.26,130000,125.23,46,70.41,14
REP_002,North,CardioMax,2023,2,2023-02-25,143575.0,130000,110.44,52,49.89,14
REP_002,North,CardioMax,2023,3,2023-03-27,153481.27,130000,118.06,69,38.04,14
REP_002,North,CardioMax,2023,4,2023-04-26,216470.89,130000,166.52,57,49.17,14
REP_002,North,CardioMax,2023,5,2023-05-26,189772.16,130000,145.98,39,52.96,14
REP_002,North,CardioMax,2023,6,2023-06-25,201418.39,130000,154.94,40,28.32,14
REP_002,North,CardioMax,2023,7,2023-07-25,176092.52,130000,135.46,38,55.26,14
REP_002,North,CardioMax,2023,8,2023-08-24,168291.71,130000,129.46,67,35.57,14
REP_002,North,CardioMax,2023,9,2023-09-23,202400.67,130000,155.69,51,43.41,14
REP_002,North,CardioMax,2023,10,2023-10-23,199991.18,130000,153.84,64,55.23,14
REP_002,North,CardioMax,2023,11,2023-11-22,207809.25,130000,159.85,67,29.64,14
REP_002,North,DiabeCure,2022,1,2022-01-01,116233.85,100000,116.23,42,43.99,14
REP_002,North,DiabeCure,2022,1,2022-01-31,116548.68,100000,116.55,53,28.06,14
REP_002,North,DiabeCure,2022,3,2022-03-02,136631.36,100000,136.63,65,42.71,14
REP_002,North,DiabeCure,2022,4,2022-04-01,155500.77,100000,155.5,68,14.93,14
REP_002,North,DiabeCure,2022,5,2022-05-01,145180.55,100000,145.18,39,19.33,14
REP_002,North,DiabeCure,2022,5,2022-05-31,146025.74,100000,146.03,46,25.67,14
REP_002,North,DiabeCure,2022,6,2022-06-30,144196.49,100000,144.2,45,38.42,14
REP_002,North,DiabeCure,2022,7,2022-07-30,128565.77,100000,128.57,79,29.06,14
REP_002,North,DiabeCure,2022,8,2022-08-29,132084.92,100000,132.08,40,48.31,14
REP_002,North,DiabeCure,2022,9,2022-09-28,143171.81,100000,143.17,51,24.89,14
REP_002,North,DiabeCure,2022,10,2022-10-28,149822.72,100000,149.82,59,32.58,14
REP_002,North,DiabeCure,2022,11,2022-11-27,136963.18,100000,136.96,47,49.44,14
REP_002,North,DiabeCure,2022,12,2022-12-27,158723.32,100000,158.72,61,55.75,14
REP_002,North,DiabeCure,2023,1,2023-01-26,113851.28,100000,113.85,65,31.88,14
REP_002,North,DiabeCure,2023,2,2023-02-25,126801.79,100000,126.8,21,32.78,14
REP_002,North,DiabeCure,2023,3,2023-03-27,144628.01,100000,144.63,39,39.6,14
REP_002,North,DiabeCure,2023,4,2023-04-26,155938.6,100000,155.94,60,38.03,14
REP_002,North,DiabeCure,2023,5,2023-05-26,161156.85,100000,161.16,49,48.19,14
REP_002,North,DiabeCure,2023,6,2023-06-25,143327.52,100000,143.33,49,46.09,14
REP_002,North,DiabeCure,2023,7,2023-07-25,142201.4,100000,142.2,64,16.32,14
REP_002,North,DiabeCure,2023,8,2023-08-24,124932.59,100000,124.93,58,28.34,14
REP_002,North,DiabeCure,2023,9,2023-09-23,155302.87,100000,155.3,58,31.72,14
REP_002,North,DiabeCure,2023,10,2023-10-23,157510.13,100000,157.51,49,73.18,14
REP_002,North,DiabeCure,2023,11,2023-11-22,147225.49,100000,147.23,60,59.82,14
REP_002,North,NeuroShield,2022,1,2022-01-01,85552.76,80000,106.94,34,51.74,14
REP_002,North,NeuroShield,2022,1,2022-01-31,96827.32,80000,121.03,50,16.44,14
REP_002,North,NeuroShield,2022,3,2022-03-02,111245.72,80000,139.06,55,73.68,14
REP_002,North,NeuroShield,2022,4,2022-04-01,113878.55,80000,142.35,58,32.92,14
REP_002,North,NeuroShield,2022,5,2022-05-01,107300.24,80000,134.13,70,28.15,14
REP_002,North,NeuroShield,2022,5,2022-05-31,120424.58,80000,150.53,60,42.43,14
REP_002,North,NeuroShield,2022,6,2022-06-30,113543.81,80000,141.93,63,25.61,14
REP_002,North,NeuroShield,2022,7,2022-07-30,98163.98,80000,122.7,74,57.76,14
REP_002,North,NeuroShield,2022,8,2022-08-29,106734.48,80000,133.42,49,58.81,14
REP_002,North,NeuroShield,2022,9,2022-09-28,113879.7,80000,142.35,32,13.98,14
REP_002,North,NeuroShield,2022,10,2022-10-28,114863.91,80000,143.58,55,54.39,14
REP_002,North,NeuroShield,2022,11,2022-11-27,119092.28,80000,148.87,56,69.82,14
REP_002,North,NeuroShield,2022,12,2022-12-27,119772.64,80000,149.72,53,54.6,14
REP_002,North,NeuroShield,2023,1,2023-01-26,104528.14,80000,130.66,65,48.42,14
REP_002,North,NeuroShield,2023,2,2023-02-25,104738.96,80000,130.92,62,59.64,14
REP_002,North,NeuroShield,2023,3,2023-03-27,116215.1,80000,145.27,58,71.51,14
REP_002,North,NeuroShield,2023,4,2023-04-26,109033.7,80000,136.29,51,31.2,14
REP_002,North,NeuroShield,2023,5,2023-05-26,121907.29,80000,152.38,50,21.7,14
REP_002,North,NeuroShield,2023,6,2023-06-25,112300.99,80000,140.38,57,60.66,14
REP_002,North,NeuroShield,2023,7,2023-07-25,101186.34,80000,126.48,39,38.24,14
REP_002,North,NeuroShield,2023,8,2023-08-24,92153.5,80000,115.19,41,32.37,14
REP_002,North,NeuroShield,2023,9,2023-09-23,126483.13,80000,158.1,56,28.99,14
REP_002,North,NeuroShield,2023,10,2023-10-23,135937.37,80000,169.92,70,27.5,14
REP_002,North,NeuroShield,2023,11,2023-11-22,116303.61,80000,145.38,49,28.37,14
REP_002,North,OncoPrime,2022,1,2022-01-01,267587.53,210000,127.42,27,75.33,14
REP_002,North,OncoPrime,2022,1,2022-01-31,230865.58,210000,109.94,68,29.99,14
REP_002,North,OncoPrime,2022,3,2022-03-02,285266.86,210000,135.84,43,58.52,14
REP_002,North,OncoPrime,2022,4,2022-04-01,336652.54,210000,160.31,64,38.9,14
REP_002,North,OncoPrime,2022,5,2022-05-01,306547.79,210000,145.98,77,40.24,14
REP_002,North,OncoPrime,2022,5,2022-05-31,307921.86,210000,146.63,54,39.26,14
REP_002,North,OncoPrime,2022,6,2022-06-30,313992.25,210000,149.52,55,67.65,14
REP_002,North,OncoPrime,2022,7,2022-07-30,292406.04,210000,139.24,59,86.81,14
REP_002,North,OncoPrime,2022,8,2022-08-29,289659.43,210000,137.93,45,61.05,14
REP_002,North,OncoPrime,2022,9,2022-09-28,299915.16,210000,142.82,75,34.93,14
REP_002,North,OncoPrime,2022,10,2022-10-28,332001.58,210000,158.1,60,67.72,14
REP_002,North,OncoPrime,2022,11,2022-11-27,347531.32,210000,165.49,68,62.54,14
REP_002,North,OncoPrime,2022,12,2022-12-27,350752.35,210000,167.02,48,35.48,14
REP_002,North,OncoPrime,2023,1,2023-01-26,282551.06,210000,134.55,60,27.47,14
REP_002,North,OncoPrime,2023,2,2023-02-25,273824.98,210000,130.39,63,23.79,14
REP_002,North,OncoPrime,2023,3,2023-03-27,280303.5,210000,133.48,56,41.14,14
REP_002,North,OncoPrime,2023,4,2023-04-26,283506.45,210000,135.0,34,47.13,14
REP_002,North,OncoPrime,2023,5,2023-05-26,349655.0,210000,166.5,66,15.1,14
REP_002,North,OncoPrime,2023,6,2023-06-25,246419.11,210000,117.34,79,38.9,14
REP_002,North,OncoPrime,2023,7,2023-07-25,301406.8,210000,143.53,62,38.62,14
REP_002,North,OncoPrime,2023,8,2023-08-24,283087.68,210000,134.8,59,41.95,14
REP_002,North,OncoPrime,2023,9,2023-09-23,297057.03,210000,141.46,53,17.82,14
REP_002,North,OncoPrime,2023,10,2023-10-23,332679.45,210000,158.42,70,71.13,14
REP_002,North,OncoPrime,2023,11,2023-11-22,300384.37,210000,143.04,54,59.16,14
REP_002,North,RespiClear,2022,1,2022-01-01,72955.97,65000,112.24,59,15.59,14
REP_002,North,RespiClear,2022,1,2022-01-31,77355.83,65000,119.01,70,46.59,14
REP_002,North,RespiClear,2022,3,2022-03-02,85413.45,65000,131.41,56,37.34,14
REP_002,North,RespiClear,2022,4,2022-04-01,83436.72,65000,128.36,49,22.44,14
REP_002,North,RespiClear,2022,5,2022-05-01,89647.09,65000,137.92,59,14.33,14
REP_002,North,RespiClear,2022,5,2022-05-31,98256.47,65000,151.16,60,38.72,14
REP_002,North,RespiClear,2022,6,2022-06-30,95648.05,65000,147.15,78,49.11,14
REP_002,North,RespiClear,2022,7,2022-07-30,77796.72,65000,119.69,72,66.46,14
REP_002,North,RespiClear,2022,8,2022-08-29,83854.07,65000,129.01,72,36.8,14
REP_002,North,RespiClear,2022,9,2022-09-28,90251.73,65000,138.85,46,45.54,14
REP_002,North,RespiClear,2022,10,2022-10-28,100175.65,65000,154.12,40,35.59,14
REP_002,North,RespiClear,2022,11,2022-11-27,105086.79,65000,161.67,44,55.63,14
REP_002,North,RespiClear,2022,12,2022-12-27,107070.01,65000,164.72,57,58.39,14
REP_002,North,RespiClear,2023,1,2023-01-26,75569.08,65000,116.26,47,19.99,14
REP_002,North,RespiClear,2023,2,2023-02-25,72821.11,65000,112.03,53,53.59,14
REP_002,North,RespiClear,2023,3,2023-03-27,86266.65,65000,132.72,53,43.38,14
REP_002,North,RespiClear,2023,4,2023-04-26,86366.02,65000,132.87,43,12.75,14
REP_002,North,RespiClear,2023,5,2023-05-26,96641.65,65000,148.68,81,31.41,14
REP_002,North,RespiClear,2023,6,2023-06-25,90115.68,65000,138.64,55,55.15,14
REP_002,North,RespiClear,2023,7,2023-07-25,78579.09,65000,120.89,66,46.46,14
REP_002,North,RespiClear,2023,8,2023-08-24,80801.27,65000,124.31,56,48.43,14
REP_002,North,RespiClear,2023,9,2023-09-23,93917.73,65000,144.49,64,51.04,14
REP_002,North,RespiClear,2023,10,2023-10-23,91214.04,65000,140.33,53,33.33,14
REP_002,North,RespiClear,2023,11,2023-11-22,97154.37,65000,149.47,61,33.85,14
REP_003,East,CardioMax,2022,1,2022-01-01,115679.88,130000,88.98,36,57.06,11
REP_003,East,CardioMax,2022,1,2022-01-31,120271.18,130000,92.52,44,62.72,11
REP_003,East,CardioMax,2022,3,2022-03-02,126849.67,130000,97.58,41,32.28,11
REP_003,East,CardioMax,2022,4,2022-04-01,133076.92,130000,102.37,49,47.03,11
REP_003,East,CardioMax,2022,5,2022-05-01,167481.38,130000,128.83,34,23.21,11
REP_003,East,CardioMax,2022,5,2022-05-31,141154.96,130000,108.58,41,4.1,11
REP_003,East,CardioMax,2022,6,2022-06-30,129815.96,130000,99.86,33,51.62,11
REP_003,East,CardioMax,2022,7,2022-07-30,126208.24,130000,97.08,55,49.21,11
REP_003,East,CardioMax,2022,8,2022-08-29,123385.34,130000,94.91,44,68.65,11
REP_003,East,CardioMax,2022,9,2022-09-28,121352.29,130000,93.35,40,70.67,11
REP_003,East,CardioMax,2022,10,2022-10-28,146923.11,130000,113.02,63,25.69,11
REP_003,East,CardioMax,2022,11,2022-11-27,156788.69,130000,120.61,46,25.32,11
REP_003,East,CardioMax,2022,12,2022-12-27,177161.84,130000,136.28,43,49.06,11
REP_003,East,CardioMax,2023,1,2023-01-26,127482.93,130000,98.06,55,31.95,11
REP_003,East,CardioMax,2023,2,2023-02-25,117290.09,130000,90.22,55,40.01,11
REP_003,East,CardioMax,2023,3,2023-03-27,142593.81,130000,109.69,43,27.21,11
REP_003,East,CardioMax,2023,4,2023-04-26,152251.31,130000,117.12,40,34.63,11
REP_003,East,CardioMax,2023,5,2023-05-26,162535.97,130000,125.03,50,44.97,11
REP_003,East,CardioMax,2023,6,2023-06-25,135456.09,130000,104.2,37,8.91,11
REP_003,East,CardioMax,2023,7,2023-07-25,127789.86,130000,98.3,44,49.45,11
REP_003,East,CardioMax,2023,8,2023-08-24,131640.31,130000,101.26,44,29.07,11
REP_003,East,CardioMax,2023,9,2023-09-23,142939.54,130000,109.95,51,48.71,11
REP_003,East,CardioMax,2023,10,2023-10-23,151549.56,130000,116.58,49,27.24,11
REP_003,East,CardioMax,2023,11,2023-11-22,132972.58,130000,102.29,48,79.98,11
REP_003,East,DiabeCure,2022,1,2022-01-01,93020.9,100000,93.02,52,49.55,11
REP_003,East,DiabeCure,2022,1,2022-01-31,95609.07,100000,95.61,44,22.62,11
REP_003,East,DiabeCure,2022,3,2022-03-02,93260.31,100000,93.26,36,39.86,11
REP_003,East,DiabeCure,2022,4,2022-04-01,122321.07,100000,122.32,39,64.24,11
REP_003,East,DiabeCure,2022,5,2022-05-01,105430.68,100000,105.43,52,40.72,11
REP_003,East,DiabeCure,2022,5,2022-05-31,97528.52,100000,97.53,47,32.81,11
REP_003,East,DiabeCure,2022,6,2022-06-30,103117.89,100000,103.12,33,51.41,11
REP_003,East,DiabeCure,2022,7,2022-07-30,94273.68,100000,94.27,41,23.3,11
REP_003,East,DiabeCure,2022,8,2022-08-29,110891.17,100000,110.89,54,45.0,11
REP_003,East,DiabeCure,2022,9,2022-09-28,124779.58,100000,124.78,44,22.4,11
REP_003,East,DiabeCure,2022,10,2022-10-28,125438.56,100000,125.44,36,43.88,11
REP_003,East,DiabeCure,2022,11,2022-11-27,116433.12,100000,116.43,58,43.29,11
REP_003,East,DiabeCure,2022,12,2022-12-27,130217.93,100000,130.22,56,33.21,11
REP_003,East,DiabeCure,2023,1,2023-01-26,90542.87,100000,90.54,61,73.27,11
REP_003,East,DiabeCure,2023,2,2023-02-25,87903.96,100000,87.9,47,8.96,11
REP_003,East,DiabeCure,2023,3,2023-03-27,101985.91,100000,101.99,50,42.01,11
REP_003,East,DiabeCure,2023,4,2023-04-26,110614.27,100000,110.61,45,49.65,11
REP_003,East,DiabeCure,2023,5,2023-05-26,120505.37,100000,120.51,37,37.16,11
REP_003,East,DiabeCure,2023,6,2023-06-25,109764.54,100000,109.76,45,30.35,11
REP_003,East,DiabeCure,2023,7,2023-07-25,98581.89,100000,98.58,53,30.52,11
REP_003,East,DiabeCure,2023,8,2023-08-24,97858.81,100000,97.86,26,45.95,11
REP_003,East,DiabeCure,2023,9,2023-09-23,114979.38,100000,114.98,33,42.06,11
REP_003,East,DiabeCure,2023,10,2023-10-23,124474.96,100000,124.47,49,45.85,11
REP_003,East,DiabeCure,2023,11,2023-11-22,114951.86,100000,114.95,40,17.95,11
REP_003,East,NeuroShield,2022,1,2022-01-01,86652.26,80000,108.32,49,42.05,11
REP_003,East,NeuroShield,2022,1,2022-01-31,82298.01,80000,102.87,37,4.67,11
REP_003,East,NeuroShield,2022,3,2022-03-02,93114.39,80000,116.39,51,47.88,11
REP_003,East,NeuroShield,2022,4,2022-04-01,87993.67,80000,109.99,40,17.24,11
REP_003,East,NeuroShield,2022,5,2022-05-01,85369.03,80000,106.71,48,37.05,11
REP_003,East,NeuroShield,2022,5,2022-05-31,93451.51,80000,116.81,53,47.41,11
REP_003,East,NeuroShield,2022,6,2022-06-30,85892.92,80000,107.37,42,74.63,11
REP_003,East,NeuroShield,2022,7,2022-07-30,80161.68,80000,100.2,61,42.91,11
REP_003,East,NeuroShield,2022,8,2022-08-29,76294.46,80000,95.37,50,18.67,11
REP_003,East,NeuroShield,2022,9,2022-09-28,87520.16,80000,109.4,43,28.19,11
REP_003,East,NeuroShield,2022,10,2022-10-28,99552.26,80000,124.44,63,20.38,11
REP_003,East,NeuroShield,2022,11,2022-11-27,94366.49,80000,117.96,45,31.63,11
REP_003,East,NeuroShield,2022,12,2022-12-27,108721.7,80000,135.9,44,49.67,11
REP_003,East,NeuroShield,2023,1,2023-01-26,71671.96,80000,89.59,50,51.14,11
REP_003,East,NeuroShield,2023,2,2023-02-25,78771.31,80000,98.46,47,57.68,11
REP_003,East,NeuroShield,2023,3,2023-03-27,70456.59,80000,88.07,28,33.22,11
